capital_punishment_l;Смертная казнь;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
capital_punishment_desc;Осужденные подвергаются казни за относительно незначительные преступления.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_capital_punishment;Движение за смертную казнь;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
penal_system;Правопорядок;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
penal_system_l;Правопорядок;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
colonial_transportation;Ссылка;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
colonial_transportation_l;Ссылка;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
colonial_transportation_desc;Заключенные ссылаются в отдаленные регионы страны или в ее колонии. Это, однако, увеличивает нагрузку на администрацию.§YЭта реформа усилит колониальную миграцию, но также увеличит потребность в чиновниках.§W;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_colonial_transportation;Кампания за отмену смертной казни;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
incarceration;Заключение;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
incarceration_l;Заключение;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
incarceration_desc;Осужденные заключаются в тюрьму с целью изолирования от общества, в большинстве случаев они не используются для тяжелого ручного труда.\N§YЭта реформа нейтральна и не несет никаких последствий.§W;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_incarceration;Движение против ссылок;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rehabilitation;Реабилитация;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rehabilitation_l;Реабилитация;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rehabilitation_desc;Осужденные заключены в тюрьму с целью их реабилитации и реинтеграции в общество.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_rehabilitation;Кампания по поддержке реабилитации осужденных;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME34608;Закон о детском труде принят;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC34608;Следуя за Британией, в $YEAR$ Пруссия под влиянием некоторых религиозных и общественных деятелей приняла закон, строго регламентирующий количество часов детского труда, которое было возможно в течение года. Согласно новому законодательству, прусское правительство установит ограничения на детский труд со следующими основными моментами: детям в возрасте до девяти лет запрещается работать на фабрике, детям необходимо проучиться как минимум три года до работы, и дети в возрасте до шестнадцати лет могут работать не более десяти часов в день. Другие положения включали обязательное время отдыха и полный запрет на ночную работу для детей.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EVTOPTA34608;Бедные дети!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EVTOPTB34608;Это не обязательно. Отменить закон.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME3700;Трубочисты;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC3700;«Молодой парнишка выбрался из трубы и уселся на крышу. Лицо его и одежда были черным-черны от пепла в трубе, и это была явно не первая труба, где он сегодня побывал. Он устало прошел по крыше и спустился вниз, получил от хозяйки дома пенни и отправился по своим делам».\n\nТяжкий труд молодых трубочистов в городе вызывает негодование у многих жителей. Был образован комитет, чтобы разобраться с невыносимыми условиями труда.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA3700;Следует подумать о законе, который разрешил бы ситуацию;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x
EVTOPTB3700;Тяжелый труд закаляет характер человека;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME370000002;Долгие часы работы;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC370000002;«Кирпичик за кирпичиком фабрик сроится все больше, а внутри, освещенные газовыми струями и оглушенные шумом собственных станков, трудятся тысячи рабочих, весь день и каждый день, обслуживая свои машины ... '\ n Тяжелая работа, которую выполняют городские рабочие, возмутила многих, и был создан комитет по борьбе с тяжелыми рабочими условиями.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA370000002;Мы должны пересмотреть законодательство и защитить рабочих;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB370000002;Тяжелый труд закаляет характер человека;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_RUS_CIR;$ORDER$ Кавказская война;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_RUS_CIR;$ORDER$ Кавказская война;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_RUS_DAG;$ORDER$ Кавказская война;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_RUS_DAG;$ORDER$ Кавказская война;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
secularized_desc;Религия не является частью государственной политики, но государство учитывает традиционные религиозные ценности.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dismantle_declared;Демонтаж;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
in_great_war;Участвует в Великой войне;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_colonial_country;Постколониальная нация;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
school_reforms;School System;Systиme d'йducation;Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_schools;No School System;Systиme inexistant;Kein Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_schools;Basic School System;Systиme de base;Einfaches Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_schools;Acceptable School System;Systиme acceptable;Akzeptables Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_schools;Good School System;Systиme de bon niveau;Gutes Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_schools_l;No School System;Systиme d'йducation inexistant;Kein Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_schools_l;Basic School System;Systиme d'йducation de base;Einfaches Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_schools_l;Acceptable School System;Systиme d'йducation acceptable;Akzeptables Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_schools_l;Good School System;Systиme d'йducation de bon niveau;Gutes Schulsystem;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_schools_desc;No public Schools.;Pas d'йcoles publiques.;Keine цffentlichen Schulen.;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_schools_desc;Public Schools are uncommon.;Les йcoles publiques sont rares.;Цffentliche Schulen sind nicht verbreitet.;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_schools_desc;Public Schools are common.;Les йcoles publiques sont frйquentes.;Цffentliche Schulen sind verbreitet.;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_schools_desc;There are really a lot of Public Schools.;Il y a beaucoup d'йcoles publiques.;Es gibt wirklich viele цffentliche Schulen.;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
womens_suffrage_movement;Суфражистское движение;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
assyrian;Ассирийцы;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
xhosa;Коса;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
arabic;Арабы;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
breton;Бретонцы;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pan_albanian;Албанцы;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
occitan;Окситанцы;Occitain;Occitanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
picard;Пикардийцы;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
western_slavic;Венды;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
anglo_african;Англоафриканцы;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewish_cultures;Еврейские культуры;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
itsekari;Иджо;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kuba;Бакуба;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mormon;Мормоны;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_title;Патриоты;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_name;$CULTURE$ Патриоты;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_desc;Мятежники-патриоты мечтают об объединении со своими культурными родственниками под свободным знаменем, и любая провинция, над которой они получат контроль, в конечном итоге переместится в соседнюю страну их культуры.;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_army;$CULTURE$ ;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
indian_nationalists_title;Индейский националист;Pan-nationalistes;Pan-Nationalisten;;;;;;;;;;;;x;;;;;;;;;;;;;;,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
indian_nationalists_name;Индейские националисты;$UNION_ADJ$ - Pan-nationalistes;$UNION_ADJ$ Pan-Nationalisten;;;;;;;;;;;;x;;;;;;;;;;;;;;,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
indian_nationalists_desc;Индейские националисты стремятся любыми средствами объединить субконтинент в свободное и независимое национальное государство. Это включает в себя освобождение от иностранных угнетателей и объединение с их культурными родственниками.;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
indian_nationalists_army;Индейские националисты;$UNION$ - Jeunes brigades;Junge $UNION$ Brigaden;;;;;;;;;;;;x;;;;;;;;;;;;;;,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
socialist_rebels_title;Воинствующий социалист;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
socialist_rebels_name;Воинствующие социалисты;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
socialist_rebels_desc;В условиях демократии воинствующие социалисты будут стремиться к усилению социалистического правительства. В любой другой стране они будут стремиться к установлению демократии с социалистическим правительством.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
socialist_rebels_army;Воинствующие социалисты;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
christino_rebels_title;Кристино;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
christino_rebels_name;Кристиносы;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
christino_rebels_desc;Эти мятежники поддерживают королевскую линию Фердинанда VII и считают нынешнего короля самозванцем. Они намерены восстановить законную королеву и восстановить либеральные реформы, проведенные предыдущей королевской линией.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
christino_rebels_army;Кристиносы;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
slave_revolt_title;Рабы;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
slave_revolt_name;Рабское восстание;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
slave_revolt_desc;Эти рабы поднимают вооруженное восстание. Они будут проливать кровь и освобождать рабов, куда бы они ни шли, пока страна не освободится от института рабства.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
slave_revolt_army;Сбежавшие рабы;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_rebels_title;Независимость;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_rebels_name;Сепаратисты;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_rebels_desc;Эти повстанцы стремятся освободить страну от ее вассального статуса.;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_rebels_army;Сепаратисты;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
turkish_nationalist_rebels_title;Турецкий националист;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
turkish_nationalist_rebels_name;Турецкие националисты;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
turkish_nationalist_rebels_desc;Турецкие националисты стремятся свергнуть Османскую монархию, заменив ее либеральной республикой.;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
